,Province/State,Country/Region,date,Lat,Long,confirmed,deaths,recoveries
17732,,Eswatini,4/1/20,-26.5225,31.4659,9,0,0
17733,,Ethiopia,4/1/20,9.145,40.4897,29,0,2
17734,,Fiji,4/1/20,-17.7134,178.065,5,0,0
17735,,Finland,4/1/20,64.0,26.0,1446,17,10
17736,French Guiana,France,4/1/20,3.9339,-53.1258,51,0,15
17737,French Polynesia,France,4/1/20,-17.6797,149.4068,37,0,0
17738,Guadeloupe,France,4/1/20,16.25,-61.5833,125,6,24
17739,Mayotte,France,4/1/20,-12.8275,45.1662,94,1,10
17740,New Caledonia,France,4/1/20,-20.9043,165.618,16,0,0
17741,Reunion,France,4/1/20,-21.1351,55.2471,281,0,40
17742,Saint Barthelemy,France,4/1/20,17.9,-62.8333,6,0,1
17743,St Martin,France,4/1/20,18.0708,-63.0501,15,1,2
17744,Martinique,France,4/1/20,14.6415,-61.0242,135,3,27
17745,,France,4/1/20,46.2276,2.2137,56989,4403,10934
17746,,Gabon,4/1/20,-0.8037,11.6094,18,1,0
17747,,Gambia,4/1/20,13.4432,-15.3101,4,1,2
17748,,Georgia,4/1/20,42.3154,43.3569,117,0,23
17749,,Germany,4/1/20,51.0,9.0,77872,920,18700
17750,,Ghana,4/1/20,7.9465,-1.0232,195,5,31
17751,,Greece,4/1/20,39.0742,21.8243,1415,50,52
17752,,Guatemala,4/1/20,15.7835,-90.2308,39,1,12
17753,,Guinea,4/1/20,9.9456,-9.6966,30,0,0
17754,,Guyana,4/1/20,5.0,-58.75,19,2,0
17755,,Haiti,4/1/20,18.9712,-72.2852,16,0,1
17756,,Holy See,4/1/20,41.9029,12.4534,6,0,0
17757,,Honduras,4/1/20,15.2,-86.2419,172,10,3
17758,,Hungary,4/1/20,47.1625,19.5033,525,20,40
17759,,Iceland,4/1/20,64.9631,-19.0208,1220,2,225
17760,,India,4/1/20,21.0,78.0,1998,58,148
17761,,Indonesia,4/1/20,-0.7893,113.9213,1677,157,103
17762,,Iran,4/1/20,32.0,53.0,47593,3036,15473
17763,,Iraq,4/1/20,33.0,44.0,728,52,182
17764,,Ireland,4/1/20,53.1424,-7.6921,3447,85,5
17765,,Israel,4/1/20,31.0,35.0,6092,26,241
17766,,Italy,4/1/20,43.0,12.0,110574,13155,16847
17767,,Jamaica,4/1/20,18.1096,-77.2975,44,3,2
17768,,Japan,4/1/20,36.0,138.0,2178,57,472
17769,,Jordan,4/1/20,31.24,36.51,278,5,36
17770,,Kazakhstan,4/1/20,48.0196,66.9237,380,3,26
17771,,Kenya,4/1/20,-0.0236,37.9062,81,1,3
17772,,"Korea, South",4/1/20,36.0,128.0,9887,165,5567
17773,,Kuwait,4/1/20,29.5,47.75,317,0,80
17774,,Kyrgyzstan,4/1/20,41.2044,74.7661,111,0,3
17775,,Latvia,4/1/20,56.8796,24.6032,446,0,1
17776,,Lebanon,4/1/20,33.8547,35.8623,479,14,43
17777,,Liberia,4/1/20,6.4281,-9.4295,6,0,0
17778,,Liechtenstein,4/1/20,47.14,9.55,68,0,0
17779,,Lithuania,4/1/20,55.1694,23.8813,581,8,7
17780,,Luxembourg,4/1/20,49.8153,6.1296,2319,29,80
17781,,Madagascar,4/1/20,-18.7669,46.8691,57,0,0
17782,,Malaysia,4/1/20,2.5,112.5,2908,45,645
17783,,Maldives,4/1/20,3.2028,73.2207,19,0,13
17784,,Malta,4/1/20,35.9375,14.3754,188,0,2
17785,,Mauritania,4/1/20,21.0079,10.9408,6,1,2
17786,,Mauritius,4/1/20,-20.2,57.5,161,6,0
17787,,Mexico,4/1/20,23.6345,-102.5528,1378,37,35
17788,,Moldova,4/1/20,47.4116,28.3699,423,5,23
17789,,Monaco,4/1/20,43.7333,7.4167,55,1,2
17790,,Mongolia,4/1/20,46.8625,103.8467,14,0,2
17791,,Montenegro,4/1/20,42.5,19.3,123,2,0
17792,,Morocco,4/1/20,31.7917,-7.0926,654,39,29
17793,,Namibia,4/1/20,-22.9576,18.4904,14,0,2
17794,,Nepal,4/1/20,28.1667,84.25,5,0,1
17795,Aruba,Netherlands,4/1/20,12.5186,-70.0358,55,0,1
17796,Curacao,Netherlands,4/1/20,12.1696,-68.99,11,1,3
17797,Sint Maarten,Netherlands,4/1/20,18.0425,-63.0548,16,1,6
17798,,Netherlands,4/1/20,52.1326,5.2913,13614,1173,0
17799,,New Zealand,4/1/20,-40.9006,174.886,708,1,83
17800,,Nicaragua,4/1/20,12.8654,-85.2072,5,1,0
17801,,Niger,4/1/20,17.6078,8.0817,74,5,0
17802,,Nigeria,4/1/20,9.082,8.6753,174,2,9
17803,,North Macedonia,4/1/20,41.6086,21.7453,354,11,17
17804,,Norway,4/1/20,60.472,8.4689,4863,44,13
17805,,Oman,4/1/20,21.0,57.0,210,1,34
17806,,Pakistan,4/1/20,30.3753,69.3451,2421,34,125
17807,,Panama,4/1/20,8.538,-80.7821,1181,30,9
17808,,Papua New Guinea,4/1/20,-6.315,143.9555,1,0,0
17809,,Paraguay,4/1/20,-23.4425,-58.4438,69,3,1
17810,,Peru,4/1/20,-9.19,-75.0152,1323,38,394
17811,,Philippines,4/1/20,13.0,122.0,2311,96,50
17812,,Poland,4/1/20,51.9194,19.1451,2554,43,47
17813,,Portugal,4/1/20,39.3999,-8.2245,8251,187,43
17814,,Qatar,4/1/20,25.3548,51.1839,835,2,71
17815,,Romania,4/1/20,45.9432,24.9668,2460,92,252
17816,,Russia,4/1/20,60.0,90.0,2777,24,190
17817,,Rwanda,4/1/20,-1.9403,29.8739,82,0,0
17818,,Saint Lucia,4/1/20,13.9094,-60.9789,13,0,1
17819,,Saint Vincent and the Grenadines,4/1/20,12.9843,-61.2872,1,0,1
17820,,San Marino,4/1/20,43.9424,12.4578,236,26,13
17821,,Saudi Arabia,4/1/20,24.0,45.0,1720,16,264
17822,,Senegal,4/1/20,14.4974,-14.4524,190,1,45
17823,,Serbia,4/1/20,44.0165,21.0059,1060,28,0
17824,,Seychelles,4/1/20,-4.6796,55.492,10,0,0
17825,,Singapore,4/1/20,1.2833,103.8333,1000,3,245
17826,,Slovakia,4/1/20,48.669,19.699,400,1,3
17827,,Slovenia,4/1/20,46.1512,14.9955,841,15,10
17828,,Somalia,4/1/20,5.1521,46.1996,5,0,1
17829,,South Africa,4/1/20,-30.5595,22.9375,1380,5,50
17830,,Spain,4/1/20,40.0,-4.0,104118,9387,22647
17831,,Sri Lanka,4/1/20,7.0,81.0,146,3,21
17832,,Sudan,4/1/20,12.8628,30.2176,7,2,2
17833,,Suriname,4/1/20,3.9193,-56.0278,10,0,0
17834,,Sweden,4/1/20,63.0,16.0,4947,239,0
17835,,Switzerland,4/1/20,46.8182,8.2275,17768,488,2967
17836,,Taiwan*,4/1/20,23.7,121.0,329,5,39
17837,,Tanzania,4/1/20,-6.369,34.8888,20,1,1
17838,,Thailand,4/1/20,15.0,101.0,1771,12,505
17839,,Togo,4/1/20,8.6195,0.8248,36,2,10
17840,,Trinidad and Tobago,4/1/20,10.6918,-61.2225,90,5,1
17841,,Tunisia,4/1/20,34.0,9.0,423,12,5
17842,,Turkey,4/1/20,38.9637,35.2433,15679,277,333
17843,,Uganda,4/1/20,1.0,32.0,44,0,0
17844,,Ukraine,4/1/20,48.3794,31.1656,794,20,13
17845,,United Arab Emirates,4/1/20,24.0,54.0,814,8,61
17846,Bermuda,United Kingdom,4/1/20,32.3078,-64.7505,32,0,10
17847,Cayman Islands,United Kingdom,4/1/20,19.3133,-81.2546,22,1,0
17848,Channel Islands,United Kingdom,4/1/20,49.3723,-2.3644,172,3,0
17849,Gibraltar,United Kingdom,4/1/20,36.1408,-5.3536,81,0,34
17850,Isle of Man,United Kingdom,4/1/20,54.2361,-4.5481,68,1,0
17851,Montserrat,United Kingdom,4/1/20,16.7425,-62.1874,5,0,0
17852,,United Kingdom,4/1/20,55.3781,-3.4360000000000004,29474,3095,135
17853,,Uruguay,4/1/20,-32.5228,-55.7658,350,2,62
17854,,US,4/1/20,37.0902,-95.7129,214194,6787,8474
17855,,Uzbekistan,4/1/20,41.3775,64.5853,181,2,12
17856,,Venezuela,4/1/20,6.4238,-66.5897,143,3,41
17857,,Vietnam,4/1/20,16.0,108.0,218,0,63
17858,,Zambia,4/1/20,-15.4167,28.2833,36,0,0
17859,,Zimbabwe,4/1/20,-20.0,30.0,8,1,0
17860,,Dominica,4/1/20,15.415,-61.371,12,0,0
17861,,Grenada,4/1/20,12.1165,-61.679,9,0,0
17862,,Mozambique,4/1/20,-18.6657,35.5296,10,0,0
17863,,Syria,4/1/20,34.8021,38.9968,10,2,0
17864,,Timor-Leste,4/1/20,-8.8742,125.7275,1,0,0
17865,,Belize,4/1/20,13.1939,-59.5432,3,0,0
17866,,Laos,4/1/20,19.85627,102.495496,10,0,0
17867,,Libya,4/1/20,26.3351,17.228331,10,0,0
17868,,West Bank and Gaza,4/1/20,31.9522,35.2332,134,1,18
17869,,Guinea-Bissau,4/1/20,11.8037,-15.1804,9,0,0
17870,,Mali,4/1/20,17.570692,-3.996166000000001,31,3,0
17871,,Saint Kitts and Nevis,4/1/20,17.357822,-62.782998,8,0,0
17872,,Kosovo,4/1/20,42.602636,20.902977,125,1,10
17873,,Burma,4/1/20,21.9162,95.956,15,1,0
17874,Anguilla,United Kingdom,4/1/20,18.2206,-63.0686,2,0,0
17875,British Virgin Islands,United Kingdom,4/1/20,18.4207,-64.64,3,0,0
17876,Turks and Caicos Islands,United Kingdom,4/1/20,21.69400000000001,-71.7979,6,0,0
17877,,MS Zaandam,4/1/20,0.0,0.0,9,2,0
17878,,Botswana,4/1/20,-22.3285,24.6849,4,1,0
17879,,Burundi,4/1/20,-3.3731,29.9189,2,0,0
17880,,Sierra Leone,4/1/20,8.460555000000001,-11.779889,2,0,0
17881,"Bonaire, Sint Eustatius and Saba",Netherlands,4/1/20,12.1784,-68.2385,0,0,0
17882,,Malawi,4/1/20,-13.254307999999998,34.301525,0,0,0
17883,Falkland Islands (Malvinas),United Kingdom,4/1/20,-51.7963,-59.5236,0,0,0
17884,Saint Pierre and Miquelon,France,4/1/20,46.8852,-56.3159,0,0,0
17885,,South Sudan,4/1/20,6.877000000000002,31.307,0,0,0
17886,,Western Sahara,4/1/20,24.2155,-12.8858,0,0,0
17887,,Sao Tome and Principe,4/1/20,0.18636,6.613081,0,0,0
17888,,Yemen,4/1/20,15.552727,48.516388,0,0,0
17889,,Comoros,4/1/20,-11.6455,43.3333,0,0,0
17890,,Tajikistan,4/1/20,38.861034,71.276093,0,0,0
17891,,Lesotho,4/1/20,-29.609988,28.233608,0,0,0
17892,,Afghanistan,4/2/20,33.0,65.0,273,6,10
17893,,Albania,4/2/20,41.1533,20.1683,277,16,76
17894,,Algeria,4/2/20,28.0339,1.6596,986,86,61
17895,,Andorra,4/2/20,42.5063,1.5218,428,15,10
17896,,Angola,4/2/20,-11.2027,17.8739,8,2,1
17897,,Antigua and Barbuda,4/2/20,17.0608,-61.7964,9,0,0
17898,,Argentina,4/2/20,-38.4161,-63.6167,1133,36,256
17899,,Armenia,4/2/20,40.0691,45.0382,663,7,33
17900,Australian Capital Territory,Australia,4/2/20,-35.4735,149.0124,87,1,11
17901,New South Wales,Australia,4/2/20,-33.8688,151.2093,2298,10,4
17902,Northern Territory,Australia,4/2/20,-12.4634,130.8456,21,0,0
17903,Queensland,Australia,4/2/20,-28.0167,153.4,835,4,8
17904,South Australia,Australia,4/2/20,-34.9285,138.6007,367,0,6
17905,Tasmania,Australia,4/2/20,-41.4545,145.9707,72,2,5
17906,Victoria,Australia,4/2/20,-37.8136,144.9631,1036,5,422
17907,Western Australia,Australia,4/2/20,-31.9505,115.8605,400,2,64
17908,,Austria,4/2/20,47.5162,14.5501,11129,158,1749
17909,,Azerbaijan,4/2/20,40.1431,47.5769,400,5,26
17910,,Bahamas,4/2/20,25.0343,-77.3963,24,1,1
17911,,Bahrain,4/2/20,26.0275,50.55,643,4,381
17912,,Bangladesh,4/2/20,23.685,90.3563,56,6,25
17913,,Barbados,4/2/20,13.1939,-59.5432,46,0,0
17914,,Belarus,4/2/20,53.7098,27.9534,304,4,53
17915,,Belgium,4/2/20,50.8333,4.0,15348,1011,2495
17916,,Benin,4/2/20,9.3077,2.3158,13,0,1
17917,,Bhutan,4/2/20,27.5142,90.4336,5,0,1
17918,,Bolivia,4/2/20,-16.2902,-63.5887,123,8,1
17919,,Bosnia and Herzegovina,4/2/20,43.9159,17.6791,533,16,20
17920,,Brazil,4/2/20,-14.235,-51.9253,8044,324,127
17921,,Brunei,4/2/20,4.5353,114.7277,133,1,56
17922,,Bulgaria,4/2/20,42.7339,25.4858,457,10,25
17923,,Burkina Faso,4/2/20,12.2383,-1.5616,288,16,50
17924,,Cabo Verde,4/2/20,16.5388,-23.0418,6,1,0
17925,,Cambodia,4/2/20,11.55,104.9167,110,0,34
17926,,Cameroon,4/2/20,3.848,11.5021,306,7,10
17927,,Central African Republic,4/2/20,6.6111,20.9394,3,0,0
17928,,Chad,4/2/20,15.4542,18.7322,8,0,0
17929,,Chile,4/2/20,-35.6751,-71.543,3404,18,335
17930,Anhui,China,4/2/20,31.8257,117.2264,990,6,984
17931,Beijing,China,4/2/20,40.1824,116.4142,582,8,424
17932,Chongqing,China,4/2/20,30.0572,107.874,579,6,570
17933,Fujian,China,4/2/20,26.0789,117.9874,345,1,299
17934,Gansu,China,4/2/20,37.8099,101.0583,138,2,127
17935,Guangdong,China,4/2/20,23.3417,113.4244,1507,8,1365
17936,Guangxi,China,4/2/20,23.8298,108.7881,254,2,252
17937,Guizhou,China,4/2/20,26.8154,106.8748,146,2,144
17938,Hainan,China,4/2/20,19.1959,109.7453,168,6,162
17939,Hebei,China,4/2/20,39.549,116.1306,325,6,310
17940,Heilongjiang,China,4/2/20,47.862,127.7615,488,13,469
17941,Henan,China,4/2/20,33.882,113.614,1276,22,1251
17942,Hong Kong,China,4/2/20,22.3,114.2,802,4,147
17943,Hubei,China,4/2/20,30.9756,112.2707,67802,3199,63471
17944,Hunan,China,4/2/20,27.6104,111.7088,1019,4,1014
17945,Inner Mongolia,China,4/2/20,44.0935,113.9448,117,1,74
17946,Jiangsu,China,4/2/20,32.9711,119.455,647,0,631
17947,Jiangxi,China,4/2/20,27.614,115.7221,937,1,935
17948,Jilin,China,4/2/20,43.6661,126.1923,98,1,92
17949,Liaoning,China,4/2/20,41.2956,122.6085,141,2,124
17950,Macau,China,4/2/20,22.1667,113.55,41,0,10
17951,Ningxia,China,4/2/20,37.2692,106.1655,75,0,75
17952,Qinghai,China,4/2/20,35.7452,95.9956,18,0,18
17953,Shaanxi,China,4/2/20,35.1917,108.8701,255,3,242
17954,Shandong,China,4/2/20,36.3427,118.1498,775,7,753
17955,Shanghai,China,4/2/20,31.202,121.4491,522,6,343
17956,Shanxi,China,4/2/20,37.5777,112.2922,137,0,133
17957,Sichuan,China,4/2/20,30.6171,102.7103,554,3,537
17958,Tianjin,China,4/2/20,39.3054,117.323,176,3,135
17959,Tibet,China,4/2/20,31.6927,88.0924,1,0,1
17960,Xinjiang,China,4/2/20,41.1129,85.2401,76,3,73
17961,Yunnan,China,4/2/20,24.974,101.487,183,2,172
17962,Zhejiang,China,4/2/20,29.1832,120.0934,1258,1,1228
17963,,Colombia,4/2/20,4.5709,-74.2973,1161,19,55
17964,,Congo (Brazzaville),4/2/20,-4.0383,21.7587,22,2,2
17965,,Congo (Kinshasa),4/2/20,-4.0383,21.7587,134,13,3
17966,,Costa Rica,4/2/20,9.7489,-83.7534,396,2,6
17967,,Cote d'Ivoire,4/2/20,7.54,-5.5471,194,1,15
17968,,Croatia,4/2/20,45.1,15.2,1011,7,88
17969,,Diamond Princess,4/2/20,0.0,0.0,712,11,619
17970,,Cuba,4/2/20,22.0,-80.0,233,6,13
17971,,Cyprus,4/2/20,35.1264,33.4299,356,10,28
17972,,Czechia,4/2/20,49.8175,15.473,3858,44,67
17973,Faroe Islands,Denmark,4/2/20,61.8926,-6.9118,177,0,81
17974,Greenland,Denmark,4/2/20,71.7069,-42.6043,10,0,2
17975,,Denmark,4/2/20,56.2639,9.5018,3386,123,1089
17976,,Djibouti,4/2/20,11.8251,42.5903,40,0,0
17977,,Dominican Republic,4/2/20,18.7357,-70.1627,1380,60,16
17978,,Ecuador,4/2/20,-1.8312,-78.1834,3163,120,65
17979,,Egypt,4/2/20,26.0,30.0,865,58,201
17980,,El Salvador,4/2/20,13.7942,-88.8965,41,2,0
17981,,Equatorial Guinea,4/2/20,1.5,10.0,15,0,1
17982,,Eritrea,4/2/20,15.1794,39.7823,22,0,0
17983,,Estonia,4/2/20,58.5953,25.0136,858,11,45
17984,,Eswatini,4/2/20,-26.5225,31.4659,9,0,0
17985,,Ethiopia,4/2/20,9.145,40.4897,29,0,3
17986,,Fiji,4/2/20,-17.7134,178.065,7,0,0
17987,,Finland,4/2/20,64.0,26.0,1518,19,300
17988,French Guiana,France,4/2/20,3.9339,-53.1258,51,0,15
17989,French Polynesia,France,4/2/20,-17.6797,149.4068,37,0,0
17990,Guadeloupe,France,4/2/20,16.25,-61.5833,128,6,24
17991,Mayotte,France,4/2/20,-12.8275,45.1662,116,1,10
17992,New Caledonia,France,4/2/20,-20.9043,165.618,18,0,1
17993,Reunion,France,4/2/20,-21.1351,55.2471,308,0,40
17994,Saint Barthelemy,France,4/2/20,17.9,-62.8333,6,0,1
17995,St Martin,France,4/2/20,18.0708,-63.0501,22,1,2
17996,Martinique,France,4/2/20,14.6415,-61.0242,138,3,27
17997,,France,4/2/20,46.2276,2.2137,59105,5387,12428
17998,,Gabon,4/2/20,-0.8037,11.6094,21,1,0
17999,,Gambia,4/2/20,13.4432,-15.3101,4,1,2
18000,,Georgia,4/2/20,42.3154,43.3569,134,0,26
18001,,Germany,4/2/20,51.0,9.0,84794,1107,22440
18002,,Ghana,4/2/20,7.9465,-1.0232,204,5,31
18003,,Greece,4/2/20,39.0742,21.8243,1544,53,61
18004,,Guatemala,4/2/20,15.7835,-90.2308,47,1,12
18005,,Guinea,4/2/20,9.9456,-9.6966,52,0,0
18006,,Guyana,4/2/20,5.0,-58.75,19,4,0
18007,,Haiti,4/2/20,18.9712,-72.2852,16,0,1
18008,,Holy See,4/2/20,41.9029,12.4534,7,0,0
18009,,Honduras,4/2/20,15.2,-86.2419,219,14,3
18010,,Hungary,4/2/20,47.1625,19.5033,585,21,42
18011,,Iceland,4/2/20,64.9631,-19.0208,1319,4,284
18012,,India,4/2/20,21.0,78.0,2543,72,191
18013,,Indonesia,4/2/20,-0.7893,113.9213,1790,170,112
18014,,Iran,4/2/20,32.0,53.0,50468,3160,16711
18015,,Iraq,4/2/20,33.0,44.0,772,54,202
18016,,Ireland,4/2/20,53.1424,-7.6921,3849,98,5
18017,,Israel,4/2/20,31.0,35.0,6857,36,338
18018,,Italy,4/2/20,43.0,12.0,115242,13915,18278
18019,,Jamaica,4/2/20,18.1096,-77.2975,47,3,2
18020,,Japan,4/2/20,36.0,138.0,2495,62,472
18021,,Jordan,4/2/20,31.24,36.51,299,5,45
18022,,Kazakhstan,4/2/20,48.0196,66.9237,435,3,27
18023,,Kenya,4/2/20,-0.0236,37.9062,110,3,4
18024,,"Korea, South",4/2/20,36.0,128.0,9976,169,5828
18025,,Kuwait,4/2/20,29.5,47.75,342,0,81
18026,,Kyrgyzstan,4/2/20,41.2044,74.7661,116,0,5
18027,,Latvia,4/2/20,56.8796,24.6032,458,0,31
18028,,Lebanon,4/2/20,33.8547,35.8623,494,16,46
18029,,Liberia,4/2/20,6.4281,-9.4295,6,0,0
18030,,Liechtenstein,4/2/20,47.14,9.55,75,0,0
18031,,Lithuania,4/2/20,55.1694,23.8813,649,9,7
18032,,Luxembourg,4/2/20,49.8153,6.1296,2487,30,80
18033,,Madagascar,4/2/20,-18.7669,46.8691,59,0,0
18034,,Malaysia,4/2/20,2.5,112.5,3116,50,767
18035,,Maldives,4/2/20,3.2028,73.2207,19,0,13
18036,,Malta,4/2/20,35.9375,14.3754,196,0,2
18037,,Mauritania,4/2/20,21.0079,10.9408,6,1,2
18038,,Mauritius,4/2/20,-20.2,57.5,169,7,0
18039,,Mexico,4/2/20,23.6345,-102.5528,1510,50,35
18040,,Moldova,4/2/20,47.4116,28.3699,505,6,23
18041,,Monaco,4/2/20,43.7333,7.4167,60,1,2
18042,,Mongolia,4/2/20,46.8625,103.8467,14,0,2
18043,,Montenegro,4/2/20,42.5,19.3,144,2,0
18044,,Morocco,4/2/20,31.7917,-7.0926,708,44,31
18045,,Namibia,4/2/20,-22.9576,18.4904,14,0,3
18046,,Nepal,4/2/20,28.1667,84.25,6,0,1
18047,Aruba,Netherlands,4/2/20,12.5186,-70.0358,60,0,1
18048,Curacao,Netherlands,4/2/20,12.1696,-68.99,11,1,3
18049,Sint Maarten,Netherlands,4/2/20,18.0425,-63.0548,18,1,6
18050,,Netherlands,4/2/20,52.1326,5.2913,14697,1339,0
18051,,New Zealand,4/2/20,-40.9006,174.886,797,1,92
18052,,Nicaragua,4/2/20,12.8654,-85.2072,5,1,0
18053,,Niger,4/2/20,17.6078,8.0817,98,5,0
18054,,Nigeria,4/2/20,9.082,8.6753,184,2,20
18055,,North Macedonia,4/2/20,41.6086,21.7453,384,11,17
18056,,Norway,4/2/20,60.472,8.4689,5147,50,32
18057,,Oman,4/2/20,21.0,57.0,231,1,57
18058,,Pakistan,4/2/20,30.3753,69.3451,2686,40,126
18059,,Panama,4/2/20,8.538,-80.7821,1317,32,9
18060,,Papua New Guinea,4/2/20,-6.315,143.9555,1,0,0
18061,,Paraguay,4/2/20,-23.4425,-58.4438,77,3,2
18062,,Peru,4/2/20,-9.19,-75.0152,1414,55,537
18063,,Philippines,4/2/20,13.0,122.0,2633,107,51
18064,,Poland,4/2/20,51.9194,19.1451,2946,57,56
18065,,Portugal,4/2/20,39.3999,-8.2245,9034,209,68
18066,,Qatar,4/2/20,25.3548,51.1839,949,3,72
18067,,Romania,4/2/20,45.9432,24.9668,2738,115,267
18068,,Russia,4/2/20,60.0,90.0,3548,30,235
18069,,Rwanda,4/2/20,-1.9403,29.8739,84,0,0
18070,,Saint Lucia,4/2/20,13.9094,-60.9789,13,0,1
18071,,Saint Vincent and the Grenadines,4/2/20,12.9843,-61.2872,2,0,1
18072,,San Marino,4/2/20,43.9424,12.4578,245,30,21
18073,,Saudi Arabia,4/2/20,24.0,45.0,1885,21,328
18074,,Senegal,4/2/20,14.4974,-14.4524,195,1,55
18075,,Serbia,4/2/20,44.0165,21.0059,1171,31,0
18076,,Seychelles,4/2/20,-4.6796,55.492,10,0,0
18077,,Singapore,4/2/20,1.2833,103.8333,1049,4,266
18078,,Slovakia,4/2/20,48.669,19.699,426,1,5
18079,,Slovenia,4/2/20,46.1512,14.9955,897,17,70
18080,,Somalia,4/2/20,5.1521,46.1996,5,0,1
18081,,South Africa,4/2/20,-30.5595,22.9375,1462,5,50
18082,,Spain,4/2/20,40.0,-4.0,112065,10348,26743
18083,,Sri Lanka,4/2/20,7.0,81.0,151,4,21
18084,,Sudan,4/2/20,12.8628,30.2176,8,2,2
18085,,Suriname,4/2/20,3.9193,-56.0278,10,0,0
18086,,Sweden,4/2/20,63.0,16.0,5568,308,0
18087,,Switzerland,4/2/20,46.8182,8.2275,18827,536,4013
18088,,Taiwan*,4/2/20,23.7,121.0,339,5,45
18089,,Tanzania,4/2/20,-6.369,34.8888,20,1,2
18090,,Thailand,4/2/20,15.0,101.0,1875,15,505
18091,,Togo,4/2/20,8.6195,0.8248,39,2,17
18092,,Trinidad and Tobago,4/2/20,10.6918,-61.2225,94,5,1
18093,,Tunisia,4/2/20,34.0,9.0,455,14,5
18094,,Turkey,4/2/20,38.9637,35.2433,18135,356,415
18095,,Uganda,4/2/20,1.0,32.0,45,0,0
18096,,Ukraine,4/2/20,48.3794,31.1656,897,22,19
18097,,United Arab Emirates,4/2/20,24.0,54.0,1024,8,96
18098,Bermuda,United Kingdom,4/2/20,32.3078,-64.7505,35,0,11
18099,Cayman Islands,United Kingdom,4/2/20,19.3133,-81.2546,28,1,0
18100,Channel Islands,United Kingdom,4/2/20,49.3723,-2.3644,193,3,0
18101,Gibraltar,United Kingdom,4/2/20,36.1408,-5.3536,88,0,46
18102,Isle of Man,United Kingdom,4/2/20,54.2361,-4.5481,95,1,0
18103,Montserrat,United Kingdom,4/2/20,16.7425,-62.1874,5,0,0
18104,,United Kingdom,4/2/20,55.3781,-3.4360000000000004,33718,3747,135
18105,,Uruguay,4/2/20,-32.5228,-55.7658,369,4,68
18106,,US,4/2/20,37.0902,-95.7129,244593,8349,9001
18107,,Uzbekistan,4/2/20,41.3775,64.5853,205,2,25
18108,,Venezuela,4/2/20,6.4238,-66.5897,146,5,43
18109,,Vietnam,4/2/20,16.0,108.0,233,0,75
18110,,Zambia,4/2/20,-15.4167,28.2833,39,1,0
18111,,Zimbabwe,4/2/20,-20.0,30.0,9,1,0
18112,,Dominica,4/2/20,15.415,-61.371,12,0,0
18113,,Grenada,4/2/20,12.1165,-61.679,10,0,0
18114,,Mozambique,4/2/20,-18.6657,35.5296,10,0,0
18115,,Syria,4/2/20,34.8021,38.9968,16,2,0
18116,,Timor-Leste,4/2/20,-8.8742,125.7275,1,0,0
18117,,Belize,4/2/20,13.1939,-59.5432,3,0,0
18118,,Laos,4/2/20,19.85627,102.495496,10,0,0
18119,,Libya,4/2/20,26.3351,17.228331,11,1,0
18120,,West Bank and Gaza,4/2/20,31.9522,35.2332,161,1,18
18121,,Guinea-Bissau,4/2/20,11.8037,-15.1804,9,0,0
18122,,Mali,4/2/20,17.570692,-3.996166000000001,36,3,0
18123,,Saint Kitts and Nevis,4/2/20,17.357822,-62.782998,9,0,0
18124,,Kosovo,4/2/20,42.602636,20.902977,125,1,10
18125,,Burma,4/2/20,21.9162,95.956,20,1,0
18126,Anguilla,United Kingdom,4/2/20,18.2206,-63.0686,3,0,0
18127,British Virgin Islands,United Kingdom,4/2/20,18.4207,-64.64,3,0,0
18128,Turks and Caicos Islands,United Kingdom,4/2/20,21.69400000000001,-71.7979,5,0,0
18129,,MS Zaandam,4/2/20,0.0,0.0,9,2,0
18130,,Botswana,4/2/20,-22.3285,24.6849,4,1,0
18131,,Burundi,4/2/20,-3.3731,29.9189,3,0,0
18132,,Sierra Leone,4/2/20,8.460555000000001,-11.779889,2,0,0
18133,"Bonaire, Sint Eustatius and Saba",Netherlands,4/2/20,12.1784,-68.2385,2,0,0
18134,,Malawi,4/2/20,-13.254307999999998,34.301525,3,0,0
18135,Falkland Islands (Malvinas),United Kingdom,4/2/20,-51.7963,-59.5236,0,0,0
18136,Saint Pierre and Miquelon,France,4/2/20,46.8852,-56.3159,0,0,0
18137,,South Sudan,4/2/20,6.877000000000002,31.307,0,0,0
18138,,Western Sahara,4/2/20,24.2155,-12.8858,0,0,0
18139,,Sao Tome and Principe,4/2/20,0.18636,6.613081,0,0,0
18140,,Yemen,4/2/20,15.552727,48.516388,0,0,0
18141,,Comoros,4/2/20,-11.6455,43.3333,0,0,0
18142,,Tajikistan,4/2/20,38.861034,71.276093,0,0,0
18143,,Lesotho,4/2/20,-29.609988,28.233608,0,0,0
18144,,Afghanistan,4/3/20,33.0,65.0,281,6,10
18145,,Albania,4/3/20,41.1533,20.1683,304,17,89
18146,,Algeria,4/3/20,28.0339,1.6596,1171,105,62
18147,,Andorra,4/3/20,42.5063,1.5218,439,16,16
18148,,Angola,4/3/20,-11.2027,17.8739,8,2,1
18149,,Antigua and Barbuda,4/3/20,17.0608,-61.7964,15,0,0
18150,,Argentina,4/3/20,-38.4161,-63.6167,1265,39,266
18151,,Armenia,4/3/20,40.0691,45.0382,736,7,43
18152,Australian Capital Territory,Australia,4/3/20,-35.4735,149.0124,91,1,18
